word_stimuli,isi,countdown,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,sound_exposure.started,sound_exposure.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
sounds/gauche.ogg,0.7,,0,0,0,0,0,0,0,2,,,,,28.01126473000186,None,,,,001,2021_May_04_1127,list_pa,2021.1.4,59.76936198755312,
sounds/droite.ogg,0.7,,0,0,0,0,0,1,1,27,,,,,29.512474630003272,28.827194500001497,,,,001,2021_May_04_1127,list_pa,2021.1.4,59.76936198755312,
sounds/gauche.ogg,0.7,,0,0,0,0,0,2,2,10,,,,,31.01244783000293,None,,,,001,2021_May_04_1127,list_pa,2021.1.4,59.76936198755312,
sounds/gauche.ogg,0.7,,0,0,0,0,0,3,3,14,,,,,32.51338362999813,31.82853040000191,,,,001,2021_May_04_1127,list_pa,2021.1.4,59.76936198755312,
sounds/gauche.ogg,0.7,,0,0,0,0,0,4,4,5,,,,,34.01325023000099,33.328417400000035,,,,001,2021_May_04_1127,list_pa,2021.1.4,59.76936198755312,
sounds/droite.ogg,0.7,,0,0,0,0,0,5,5,37,,,,,35.513454429998816,None,,,,001,2021_May_04_1127,list_pa,2021.1.4,59.76936198755312,
sounds/gauche.ogg,0.7,,0,0,0,0,0,6,6,18,,,,,37.03013013000309,None,,,,001,2021_May_04_1127,list_pa,2021.1.4,59.76936198755312,
sounds/droite.ogg,0.7,,0,0,0,0,0,7,7,28,,,,,38.53091623000073,37.846007699998154,,,,001,2021_May_04_1127,list_pa,2021.1.4,59.76936198755312,
sounds/gauche.ogg,0.7,,0,0,0,0,0,8,8,0,,,,,40.03089823000191,39.34642410000379,,,,001,2021_May_04_1127,list_pa,2021.1.4,59.76936198755312,
sounds/droite.ogg,0.7,,0,0,0,0,0,9,9,33,,,,,41.53130053000204,40.84648439999728,,,,001,2021_May_04_1127,list_pa,2021.1.4,59.76936198755312,
