word_stimuli,isi,countdown,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,sound_exposure.started,sound_exposure.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
sounds/droite.ogg,0.7,,0,0,0,0,0,0,0,38,,,,,82.4988260300037,None,,,,001,2021_May_04_0933,list_pa,2021.1.4,59.91726623832218,
sounds/gauche.ogg,0.7,,0,0,0,0,0,1,1,14,,,,,84.03308173000042,83.33109859999968,,,,001,2021_May_04_0933,list_pa,2021.1.4,59.91726623832218,
sounds/gauche.ogg,0.7,,0,0,0,0,0,2,2,12,,,,,85.53100643000144,84.84828269999707,,,,001,2021_May_04_0933,list_pa,2021.1.4,59.91726623832218,
sounds/gauche.ogg,0.7,,0,0,0,0,0,3,3,9,,,,,87.03394673000221,86.34872390000237,,,,001,2021_May_04_0933,list_pa,2021.1.4,59.91726623832218,
sounds/gauche.ogg,0.7,,0,0,0,0,0,4,4,3,,,,,88.53439863000168,87.84948949999671,,,,001,2021_May_04_0933,list_pa,2021.1.4,59.91726623832218,
sounds/gauche.ogg,0.7,,0,0,0,0,0,5,5,4,,,,,90.03469632999841,None,,,,001,2021_May_04_0933,list_pa,2021.1.4,59.91726623832218,
sounds/droite.ogg,0.7,,0,0,0,0,0,6,6,33,,,,,91.53498933000301,90.84976879999886,,,,001,2021_May_04_0933,list_pa,2021.1.4,59.91726623832218,
sounds/gauche.ogg,0.7,,0,0,0,0,0,7,7,6,,,,,93.03495162999971,None,,,,001,2021_May_04_0933,list_pa,2021.1.4,59.91726623832218,
sounds/gauche.ogg,0.7,,0,0,0,0,0,8,8,23,,,,,94.53640143000158,93.85043310000037,,,,001,2021_May_04_0933,list_pa,2021.1.4,59.91726623832218,
sounds/gauche.ogg,0.7,,0,0,0,0,0,9,9,8,,,,,96.05245283000332,95.36741299999994,,,,001,2021_May_04_0933,list_pa,2021.1.4,59.91726623832218,
