word_stimuli,isi,countdown,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,sound_exposure.started,sound_exposure.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
sounds/gauche.ogg,0.7,,0,0,0,0,0,0,0,19,,,,,7.816655609992449,None,,,,001,2021_Apr_30_0955,list_pa,2021.1.4,60.02635156633984,
sounds/gauche.ogg,0.7,,0,0,0,0,0,1,1,0,,,,,9.316681909988983,8.630461900000228,,,,001,2021_Apr_30_0955,list_pa,2021.1.4,60.02635156633984,
sounds/droite.ogg,0.7,,0,0,0,0,0,2,2,46,,,,,10.8165750099899,10.130715899984352,,,,001,2021_Apr_30_0955,list_pa,2021.1.4,60.02635156633984,
sounds/gauche.ogg,0.7,,0,0,0,0,0,3,3,16,,,,,12.300683309996383,11.631129899993539,,,,001,2021_Apr_30_0955,list_pa,2021.1.4,60.02635156633984,
sounds/droite.ogg,0.7,,0,0,0,0,0,4,4,32,,,,,13.799156009979196,13.115298799995799,,,,001,2021_Apr_30_0955,list_pa,2021.1.4,60.02635156633984,
sounds/droite.ogg,0.7,,0,0,0,0,0,5,5,36,,,,,15.300170109988539,None,,,,001,2021_Apr_30_0955,list_pa,2021.1.4,60.02635156633984,
sounds/gauche.ogg,0.7,,0,0,0,0,0,6,6,18,,,,,16.801243709985282,16.11551390000386,,,,001,2021_Apr_30_0955,list_pa,2021.1.4,60.02635156633984,
sounds/droite.ogg,0.7,,0,0,0,0,0,7,7,35,,,,,18.302273309996234,None,,,,001,2021_Apr_30_0955,list_pa,2021.1.4,60.02635156633984,
sounds/droite.ogg,0.7,,0,0,0,0,0,8,8,26,,,,,19.785658910000347,19.11573269998189,,,,001,2021_Apr_30_0955,list_pa,2021.1.4,60.02635156633984,
sounds/droite.ogg,0.7,,0,0,0,0,0,9,9,44,,,,,21.285314809999544,20.599606000003405,,,,001,2021_Apr_30_0955,list_pa,2021.1.4,60.02635156633984,
sounds/gauche.ogg,0.7,,0,0,0,0,0,10,10,23,,,,,22.80066460999951,22.10026789997937,,,,001,2021_Apr_30_0955,list_pa,2021.1.4,60.02635156633984,
sounds/droite.ogg,0.7,,0,0,0,0,0,11,11,30,,,,,24.28593060997373,23.600074499991024,,,,001,2021_Apr_30_0955,list_pa,2021.1.4,60.02635156633984,
sounds/droite.ogg,0.7,,0,0,0,0,0,12,12,31,,,,,25.786221109973848,25.100179200002458,,,,001,2021_Apr_30_0955,list_pa,2021.1.4,60.02635156633984,
sounds/gauche.ogg,0.7,,0,0,0,0,0,13,13,15,,,,,27.28659161000105,26.600528099981602,,,,001,2021_Apr_30_0955,list_pa,2021.1.4,60.02635156633984,
sounds/gauche.ogg,0.7,,0,0,0,0,0,14,14,9,,,,,28.788104809998185,28.10118109997711,,,,001,2021_Apr_30_0955,list_pa,2021.1.4,60.02635156633984,
sounds/droite.ogg,0.7,,0,0,0,0,0,15,15,47,,,,,30.28757530998264,None,,,,001,2021_Apr_30_0955,list_pa,2021.1.4,60.02635156633984,
sounds/droite.ogg,0.7,,0,0,0,0,0,16,16,41,,,,,31.77106231000216,31.10172439998132,,,,001,2021_Apr_30_0955,list_pa,2021.1.4,60.02635156633984,
sounds/gauche.ogg,0.7,,0,0,0,0,0,17,17,14,,,,,33.25479450999701,32.58544779999647,,,,001,2021_Apr_30_0955,list_pa,2021.1.4,60.02635156633984,
sounds/gauche.ogg,0.7,,0,0,0,0,0,18,18,22,,,,,34.75490100999305,34.06893320000381,,,,001,2021_Apr_30_0955,list_pa,2021.1.4,60.02635156633984,
sounds/droite.ogg,0.7,,0,0,0,0,0,19,19,28,,,,,36.25561490998662,35.569290099985665,,,,001,2021_Apr_30_0955,list_pa,2021.1.4,60.02635156633984,
sounds/droite.ogg,0.7,,0,0,0,0,0,20,20,34,,,,,37.75552450999676,37.06951939998544,,,,001,2021_Apr_30_0955,list_pa,2021.1.4,60.02635156633984,
sounds/droite.ogg,0.7,,0,0,0,0,0,21,21,37,,,,,39.25562010999711,None,,,,001,2021_Apr_30_0955,list_pa,2021.1.4,60.02635156633984,
sounds/gauche.ogg,0.7,,0,0,0,0,0,22,22,5,,,,,40.75595830998209,40.07013330000336,,,,001,2021_Apr_30_0955,list_pa,2021.1.4,60.02635156633984,
